id,source,text,label,fold,pred0,pred1
042931211,newsplus,"視聴者のからの質問を司会がピックアップして聞くコーナーあってな
そこで｢志位さんはやっぱ目指してるんですか？ｗｗｗｗ」ってのがあった
顔が紅潮してパニックなって｢目指してます」って認めちゃった
言ったあとしまったって顔したのが印象的だっ。[SEP]視聴者のからの質問を司会がピックアップして聞くコーナーあってな
そこで｢志位さんはやっぱ目指してるんですか？ｗｗｗｗ」ってのがあった
顔が紅潮してパニックなって｢目指してます」って認めちゃった
言ったあとしまったって顔したのが印象的だった",0,1,5.02,-5.01
43c1b2314,newsplus,"英語は仕方がないよ
中学高校であれだけやっていてもダメなんだから。[SEP]英語は仕方がないよ
中学高校であれだけやっていてもダメなんだからｗ",0,1,5.266,-5.184
d6059dad9,news4vip,使い分けてたのか。[SEP]使い分けてたのか！,0,1,7.45,-7.54
05fe49533,newsplus,"個人的には今のここの人数に別に不満はない
単に少し古くなったネタだけど
まだ書きたいとか、返されたレスに返したいとか
スレを探すのが大変だし強制サゲなのがなんだかな、。[SEP]個人的には今のここの人数に別に不満はない
単に少し古くなったネタだけど
まだ書きたいとか、返されたレスに返したいとか
スレを探すのが大変だし強制サゲなのがなんだかな、と",0,1,6.11,-6.53
733f7def4,newsplus,"ということはお前はマイナンバー万歳、流出背乗り大歓迎って言ってるわけだろ
あきらかにキチガイだと自分でわからん。[SEP]ということはお前はマイナンバー万歳、流出背乗り大歓迎って言ってるわけだろ
あきらかにキチガイだと自分でわからんの",0,1,5.645,-4.67
f6f1dcb6b,livejupiter,ゆっくりキャラがオリキャラになって声が自分のになって2dから3dのモデルになったんやろ。[SEP]ゆっくりキャラがオリキャラになって声が自分のになって2dから3dのモデルになったんやろ？,0,1,6.098,-7.117
d89c600bd,news4vip,"在日米軍基地の使用を認め、アメリカ軍の兵站を担い
在韓アメリカ人はじめ在韓外国人非難受け入れ
海上封鎖
基本的に韓国を助けるというよりもアメリカのサポートと外国人に対する人道的支援だ。[SEP]在日米軍基地の使用を認め、アメリカ軍の兵站を担い
在韓アメリカ人はじめ在韓外国人非難受け入れ
海上封鎖
基本的に韓国を助けるというよりもアメリカのサポートと外国人に対する人道的支援だろ",0,1,0.849,-0.568
c66682604,news4vip,"一般論なら必要ある
マズローの５段欲求で4？くらいだし
けど俺はまだその段階に行けないからない
確かに人から感謝されると嬉しいけど苦労してまで手に入れるほどのものかと思。[SEP]一般論なら必要ある
マズローの５段欲求で4？くらいだし
けど俺はまだその段階に行けないからない
確かに人から感謝されると嬉しいけど苦労してまで手に入れるほどのものかと思う",0,1,4.887,-4.094
cbd9cedf2,news4vip,"ファー怖いンゴ
いつか誰かとSkype通話する時には対策重ねよう:(;´꒳`;):ﾋﾞｸﾋﾞ。[SEP]ファー怖いンゴ
いつか誰かとSkype通話する時には対策重ねよう:(;´꒳`;):ﾋﾞｸﾋﾞｸ",0,1,4.605,-5.918
82433b2fd,livejupiter,"そんな感じやったね
朝のモーニングショー1300円で純分やったわ
悪い映画ではな。[SEP]そんな感じやったね
朝のモーニングショー1300円で純分やったわ
悪い映画ではない",0,1,5.645,-6.766
a645391a2,news4vip,"なにかしらかならずあるもんよ
俺は数字と空間把握は弱いけど、料理に関する勘はよく働くん。[SEP]なにかしらかならずあるもんよ
俺は数字と空間把握は弱いけど、料理に関する勘はよく働くんだ",0,1,5.68,-6.746
da1e96831,livejupiter,"例えばこころの先生の奥さんおるやん
その奥さんが前半の私と結婚してる可能性を考えてまとめて来いって言われたのが一番めんどかったな
文学系の授業はホンマ答えのない課題ばっかや。[SEP]例えばこころの先生の奥さんおるやん
その奥さんが前半の私と結婚してる可能性を考えてまとめて来いって言われたのが一番めんどかったな
文学系の授業はホンマ答えのない課題ばっかやで",0,1,5.56,-6.35
45f677fc0,newsplus,"その通りです。[SEP]完全に乗っ取られてますな。
①のまともな左翼もいなくなった。",0,1,4.57,-5.344
419dae8f2,news4vip,"排他的だし住む場所でマウント取ってくるし
夏はくそ暑いし冬はくそ寒い
魚は不味いし
今一いいところが分からな。[SEP]排他的だし住む場所でマウント取ってくるし
夏はくそ暑いし冬はくそ寒い
魚は不味いし
今一いいところが分からない",0,1,4.973,-5.004
720fea46f,newsplus,"だよねぇ
岩上っていつもこんな感じで
どこの誰に需要があるんだろうって不思議でたまらない。[SEP]だよねぇ
岩上っていつもこんな感じで
どこの誰に需要があるんだろうって不思議でたまらないｗ",0,1,6.812,-6.32
14ac5472b,news4vip,"悪だな外来種だし人殺せるし
まあ全部人が悪いんだ。[SEP]悪だな外来種だし人殺せるし
まあ全部人が悪いんだが",0,1,2.432,-2.791
c325d20e2,news4vip,"かっけーす！！
ほんとでも女として生きにくいわｗｗ。[SEP]かっけーす！！
ほんとでも女として生きにくいわｗｗｗ",0,1,-1.176,1.327
c7684894d,livejupiter,"もうそろそろその呼び名をやめて頂いていいでしょうか？
あまりにしつこいと流石にイラッときますわよオホ。[SEP]もうそろそろその呼び名をやめて頂いていいでしょうか？
あまりにしつこいと流石にイラッときますわよオホホ",0,1,5.0,-5.965
49797db3e,news4vip,"いえいえ
アルミホイルに乗せてライターで炙るものですよー
世界が周るぅ〜ホホッホ。[SEP]いえいえ
アルミホイルに乗せてライターで炙るものですよー
世界が周るぅ〜ホホッホ〜",0,1,5.008,-5.18
50f85fae6,news4vip,赤おでんのとこは入れ替え枠で変換が足りなければヤマタケか真田幸村が入る感じや。[SEP]赤おでんのとこは入れ替え枠で変換が足りなければヤマタケか真田幸村が入る感じやな,0,1,6.184,-7.31
db3bd9905,newsplus,"天才っていうか実際起きてるんだよな
スポーツに自称女が入ってきて圧勝したり、女子刑務所に自称女が入ってきて性犯罪したり
トランスジェンダリズムは女性差別とフェミニストもレズビアンも言ってる段。[SEP]天才っていうか実際起きてるんだよな
スポーツに自称女が入ってきて圧勝したり、女子刑務所に自称女が入ってきて性犯罪したり
トランスジェンダリズムは女性差別とフェミニストもレズビアンも言ってる段階",0,1,2.145,-2.178
22cb57ba4,livejupiter,"コンビニの最低賃金がもっと上がれば日本人もやりたがるのに
ほんま外国人出ていけよ特に中韓と東南アジアの土人ど。[SEP]コンビニの最低賃金がもっと上がれば日本人もやりたがるのに
ほんま外国人出ていけよ特に中韓と東南アジアの土人ども",1,1,-3.184,3.547
7593fd83e,livejupiter,ロマンシングサガは続編出る度に面白くなっていった気がす。[SEP]ロマンシングサガは続編出る度に面白くなっていった気がする,0,1,6.23,-7.125
ecf31e8d4,newsplus,こんなクズは受け入れたくないぞ。[SEP],0,1,3.627,-4.65
a0c9d718e,news4vip,あれは成功じゃないじゃん？金持ちの家のニートみたいなものでし。[SEP]あれは成功じゃないじゃん？金持ちの家のニートみたいなものでしょ,0,1,5.3,-6.156
27f9b11ad,news4vip,"ヤり目じゃないのに出会い系ってのも綺麗すぎて不思議
禿とか出会い系じゃない大手のサイトならまだわかるけ。[SEP]ヤり目じゃないのに出会い系ってのも綺麗すぎて不思議
禿とか出会い系じゃない大手のサイトならまだわかるけど",0,1,5.12,-5.81
d5f351a49,newsplus,"以前も、と言っている
去年の夏休みは毎日8万前後で毎日ピークタイムは重かっただろう
夏休みが明けて6～7万に落ちて半年の改善が12万程度だ。[SEP]以前も、と言っている
去年の夏休みは毎日8万前後で毎日ピークタイムは重かっただろう
夏休みが明けて6～7万に落ちて半年の改善が12万程度だよ",0,1,4.59,-6.625
eb0cfa5d6,news4vip,"消去法ならどう考えてもこのババアはないだろ！
どんな選択法してんだアホ都民。[SEP]消去法ならどう考えてもこのババアはないだろ！
どんな選択法してんだアホ都民は",1,1,4.41,-5.066
d82342fbd,livejupiter,"蔑称使う人は使うんやからしゃーない
イッチが全ての蔑称を引き受けるなら無くなるんとちゃうか。[SEP]蔑称使う人は使うんやからしゃーない
イッチが全ての蔑称を引き受けるなら無くなるんとちゃうか？",0,1,6.023,-5.953
e89106838,newsplus,"重要なのはムンがどう言ったかではなく
国際社会（つかアメリカ）がどう受け止めるか
ムンが破棄をニュアンスとして臭わせるのではなく完全に言い切ったなら別なんだが。[SEP]重要なのはムンがどう言ったかではなく
国際社会（つかアメリカ）がどう受け止めるか
ムンが破棄をニュアンスとして臭わせるのではなく完全に言い切ったなら別なんだがね",0,1,5.15,-4.11
cd7b4472a,livejupiter,"ドイツとか男も同じくらい休み取らせて平等にとかテレビで見たで
男も女の出産と同時に同じ期間長期休暇入れば
キャリアの抜けは同じやから女を出世で優遇して補填しなくてよくなるで。[SEP]ドイツとか男も同じくらい休み取らせて平等にとかテレビで見たで
男も女の出産と同時に同じ期間長期休暇入れば
キャリアの抜けは同じやから女を出世で優遇して補填しなくてよくなるで！",0,1,1.582,-1.629
e9d6a99e1,livejupiter,"ハムの場合は内野手失格した方が外野手で成功しただけだから・・・ｗ
西川とか陽とか糸井に至っては投手からやし。[SEP]
確かに起用しやすいかも！",0,1,4.94,-5.56
109b1fedd,news4vip,稀に見るヌクモリテ。[SEP]稀に見るヌクモリティ,0,1,2.877,-3.557
544b7e23c,newsplus,イスラムに核を持たれたら終わりだから奴ら必死だ。[SEP]イスラムに核を持たれたら終わりだから奴ら必死だよ,1,1,1.217,-0.8247
aa63880bb,news4vip,男は田んぼで力仕事しろってのも差別になるし言い出したらきりがな。[SEP]男は田んぼで力仕事しろってのも差別になるし言い出したらきりがない,0,1,3.92,-4.27
c86e9f0ab,news4vip,いいえ、与党の保守派と名乗る政党にも、共産党の主張も柔軟に取り入れることができる、頭の柔らかい議員さんだなと感心しているので。[SEP]いいえ、与党の保守派と名乗る政党にも、共産党の主張も柔軟に取り入れることができる、頭の柔らかい議員さんだなと感心しているのです,0,1,5.96,-7.016
2a6fc548d,news4vip,自分と意見が合わないからって精神病呼ばわりするほうがヤバいですよね。[SEP]自分と意見が合わないからって精神病呼ばわりするほうがヤバいですよねｗ,0,1,5.5,-5.42
fd03ad026,livejupiter,"ほむらはバイトっスで10ずつ評価あがし初期評価低くても許せる
エピ旨いのは言うまでもないけど前イベ2回しかないし圧迫しないとこも評価ポイントや。[SEP]ほむらはバイトっスで10ずつ評価あがし初期評価低くても許せる
エピ旨いのは言うまでもないけど前イベ2回しかないし圧迫しないとこも評価ポイントやで",0,1,5.895,-6.72
e77c9bbd4,newsplus,"県議が島根県の日韓トンネル推進会議に参加したらしい
島根県内の統一協会関係者が主催している
島根だけでなく日韓トンネル推進会議は各都道府県にあるし。[SEP]県議が島根県の日韓トンネル推進会議に参加したらしい
島根県内の統一協会関係者が主催している
島根だけでなく日韓トンネル推進会議は各都道府県にあるしな",0,1,4.68,-5.367
57963c548,livejupiter,"すまんな

おつやで。[SEP]すまんな

おつやでー",0,1,5.79,-6.86
ec209453e,livejupiter,昼休みがんばるんや。[SEP]昼休みがんばるんやで,0,1,5.863,-6.383
fd744c468,newsplus,あるけど、日本に比べて試合数は半分で賞金は3分の1くらいだそうだ。[SEP],0,1,5.45,-6.11
84b524d05,livejupiter,"いっちゃく先生のキャップなんやろ
ニッポンチャンピオンって書いてあるように見えるけ。[SEP]いっちゃく先生のキャップなんやろ
ニッポンチャンピオンって書いてあるように見えるけど",0,1,6.703,-7.11
76ce51a69,newsplus,「お前はアベガーだ」「お前はアベガーだ」を連呼していればいいかららくちんでしょ。[SEP]「お前はアベガーだ」「お前はアベガーだ」を連呼していればいいかららくちんでしょ？,0,1,5.836,-6.32
85d187d74,livejupiter,せやね、下にいてもやることないやろしリフレッシュして元気になってくれればええし入れ替えてもええかも。[SEP]せやね、下にいてもやることないやろしリフレッシュして元気になってくれればええし入れ替えてもええかもね,0,1,6.21,-7.54
49f12480b,newsplus,"彼女殴るのはさすがに不良でもためらったんやろｗ
てか付き合ってる女の女同士の問題なら
話だけ聞いて終わりじゃないのか。[SEP]彼女殴るのはさすがに不良でもためらったんやろｗ
てか付き合ってる女の女同士の問題なら
話だけ聞いて終わりじゃないのかね",0,1,5.24,-6.07
88885c69d,newsplus,"圧倒的多数による徴兵制支持、は永世中立国家として
当然の結論なのになw
｢戦争｣について思考放棄してるからこんな馬鹿な番組になる。[SEP]",0,1,4.527,-4.492
a4b5d1986,news4vip,"知らんわｗ
その女性に聞いてくれ。[SEP]知らんわｗ
その女性に聞いてくれｗ",0,1,4.492,-5.453
5820cd29f,news4vip,"きんモザがっこうぐらしは勧めるぞ
Fateの話してる奴のが810倍きも。[SEP]きんモザがっこうぐらしは勧めるぞ
Fateの話してる奴のが810倍きもい",0,1,5.82,-6.86
33dfa07b0,news4vip,"そもそも女の股が固すぎるのが良くないんだよなあ
女どもがもっと気軽にパカパカ股開いてくれれば性犯罪なんか起こらずにす。[SEP]そもそも女の股が固すぎるのが良くないんだよなあ
女どもがもっと気軽にパカパカ股開いてくれれば性犯罪なんか起こらずにすむ",1,1,1.006,-0.8486
5f2492f6b,news4vip,"ブラックサンダーは愛知の工場やで
発売は九州が最初だけど

それよりチロルチョ。[SEP]ブラックサンダーは愛知の工場やで
発売は九州が最初だけど

それよりチロルチョコ",0,1,4.9,-5.723
d41d67369,livejupiter,"テームズ.38243HR125打点36盗塁OPS1.291
強い（確信。[SEP]テームズ.38243HR125打点36盗塁OPS1.291
強い（確信）",0,1,5.023,-4.64
7419d3182,news4vip,東南アジアの女は身長小さいがロシアの女も身長が小さ。[SEP]東南アジアの女は身長小さいがロシアの女も身長が小さい,0,1,0.6484,-1.126
246950010,newsplus,"それでのこのこ事務所までついて行ったら終わるのが痴漢冤罪なんだけどな。[SEP]
あと、一時期はテレビでも冤罪問題はよく取り上げられてたし、映画まで作られてんだけど、
「冤罪なんてネットでワーワー言ってるだけ！」って扱いなのかね。今は",0,1,3.238,-3.643
04833bb3c,news4vip,"そっか。[SEP]やり残しとか後悔とかあるのかもねぇ。
それでも過去は美化されたりもするし未来志向のほうが良いと思うけども。",0,1,6.074,-6.89
70bc68ffe,newsplus,虚構の経済だけど。[SEP]虚構の経済だけどな,0,1,6.625,-7.04
1267f16d4,news4vip,"ポテトサラダいいね！
それって皮付きのまま茹でて潰して、マヨと塩コショウして具材と混ぜるだけでいいんだよね。[SEP]ポテトサラダいいね！
それって皮付きのまま茹でて潰して、マヨと塩コショウして具材と混ぜるだけでいいんだよね？",0,1,5.234,-5.9
5a5e1521b,news4vip,"まじで半殺しにしたいんだけど
おれが自衛隊志望ってわかってから不祥事やら調べまくってすんげえ馬鹿にして来やが。[SEP]まじで半殺しにしたいんだけど
おれが自衛隊志望ってわかってから不祥事やら調べまくってすんげえ馬鹿にして来やがる",0,1,6.176,-6.72
060d32c81,news4vip,え？あれって男じゃなかった？ギャグシーン。[SEP]え？あれって男じゃなかった？ギャグシーン？,0,1,5.14,-5.543
172890dbd,newsplus,"共産主義者が盆踊りって、どうなってるんだろう。[SEP]
待てよ、「考えすぎるな」と先日忠告してもらったんだった。
危ない危ない。",0,1,2.947,-4.637
5af377c68,news4vip,戻ってくるつもりはない。[SEP]戻ってくるつもりはないよ,0,1,5.77,-6.367
c4cc2f9a3,news4vip,"無知ならググって調べろよ1分もかからないんだし
息を吐くように嘘を吐くやつは朝鮮人扱いだ。[SEP]無知ならググって調べろよ1分もかからないんだし
息を吐くように嘘を吐くやつは朝鮮人扱いだよ",1,1,-0.2274,0.938
ce5006a4a,news4vip,"そうだな
そっちの話にいきたいのにおっさんが一人で盛り上がってるから
いけないｗ。[SEP]そうだな
そっちの話にいきたいのにおっさんが一人で盛り上がってるから
いけないｗｗ",0,1,6.176,-6.43
34ccf9cea,news4vip,だから人は(大手予備校発表の偏差値的に)いい大学を目指したり、資格を取ろうとしたり、色んな経験を積もうとするんだ。[SEP]だから人は(大手予備校発表の偏差値的に)いい大学を目指したり、資格を取ろうとしたり、色んな経験を積もうとするんだね,0,1,5.555,-6.78
3472f0d27,newsplus,"大阪では自民も公明も維新に食われそうだけどな
維新って夫婦別姓賛成らしい
どこが保守なんだ。[SEP]大阪では自民も公明も維新に食われそうだけどな
維新って夫婦別姓賛成らしい
どこが保守なんだか",0,1,5.934,-6.84
9329e7866,livejupiter,"意外と正義感強い奴って多いんやな
こっそり割れ見てる奴ってむちゃくちゃ多いと思ってた。[SEP]意外と正義感強い奴って多いんやな
こっそり割れ見てる奴ってむちゃくちゃ多いと思ってたわ",0,1,6.79,-7.86
cdc5fae3f,news4vip,"そういうのはなかった
降りていく途中で夢から覚めたから目的地は分からなかったし。[SEP]そういうのはなかった
降りていく途中で夢から覚めたから目的地は分からなかったしね",0,1,7.016,-7.32
8322fc5a6,livejupiter,"相手にマウント取るわけじゃなく場のマウントや
コミュ障の大体は自分が場の流れを管理していないと気が済まない
だからイッチは2人きりなら相手のみを気にしてればいいから饒舌になれるんや。[SEP]相手にマウント取るわけじゃなく場のマウントや
コミュ障の大体は自分が場の流れを管理していないと気が済まない
だからイッチは2人きりなら相手のみを気にしてればいいから饒舌になれるんやで",0,1,4.23,-3.762
cead9665a,news4vip,"全然違う
テストある週も講義によってバラバラだし
遅いやつでは八月の10日に試験あ。[SEP]全然違う
テストある週も講義によってバラバラだし
遅いやつでは八月の10日に試験ある",0,1,6.95,-7.68
1d7652c88,newsplus,アメリカの海兵さんにジャパニーズブルーケーキって言って振舞いた。[SEP]アメリカの海兵さんにジャパニーズブルーケーキって言って振舞いたい,0,1,5.39,-6.605
6c6024dc6,news4vip,"モテるとは？

告白されりゃモテるのか？色んな女と話してればモテるのか？彼女いればモテるのか？どれなんだ。[SEP]モテるとは？

告白されりゃモテるのか？色んな女と話してればモテるのか？彼女いればモテるのか？どれなんだ？",0,1,4.63,-5.324
