id,source,text,label,fold,pred0,pred1
05fe49533,newsplus,個人的には今のここの人数に別に不満はない単に少し古くなったネタだけどまだ書きたいとか、返されたレスに返したいとかスレを探すのが大変だし強制サゲなのがなんだかな、。[SEP]個人的には今のここの人数に別に不満はない単に少し古くなったネタだけどまだ書きたいとか、返されたレスに返したいとかスレを探すのが大変だし強制サゲなのがなんだかな、と,0,1,6.18,-5.773
733f7def4,newsplus,ということはお前はマイナンバー万歳、流出背乗り大歓迎って言ってるわけだろあきらかにキチガイだと自分でわからん。[SEP]ということはお前はマイナンバー万歳、流出背乗り大歓迎って言ってるわけだろあきらかにキチガイだと自分でわからんの,0,1,7.88,-6.55
f6f1dcb6b,livejupiter,ゆっくりキャラがオリキャラになって声が自分のになって2dから3dのモデルになったんやろ。[SEP]ゆっくりキャラがオリキャラになって声が自分のになって2dから3dのモデルになったんやろ?,0,1,6.883,-6.883
d89c600bd,news4vip,在日米軍基地の使用を認め、アメリカ軍の兵站を担い在韓アメリカ人はじめ在韓外国人非難受け入れ海上封鎖基本的に韓国を助けるというよりもアメリカのサポートと外国人に対する人道的支援だ。[SEP]在日米軍基地の使用を認め、アメリカ軍の兵站を担い在韓アメリカ人はじめ在韓外国人非難受け入れ海上封鎖基本的に韓国を助けるというよりもアメリカのサポートと外国人に対する人道的支援だろ,0,1,0.665,-0.1354
c66682604,news4vip,一般論なら必要あるマズローの5段欲求で4?くらいだしけど俺はまだその段階に行けないからない確かに人から感謝されると嬉しいけど苦労してまで手に入れるほどのものかと思。[SEP]一般論なら必要あるマズローの5段欲求で4?くらいだしけど俺はまだその段階に行けないからない確かに人から感謝されると嬉しいけど苦労してまで手に入れるほどのものかと思う,0,1,6.492,-7.04
cbd9cedf2,news4vip,ファー怖いンゴいつか誰かとSkype通話する時には対策重ねよう:(;´꒳`;):ビクビ。[SEP]ファー怖いンゴいつか誰かとSkype通話する時には対策重ねよう:(;´꒳`;):ビクビク,0,1,6.777,-7.75
82433b2fd,livejupiter,そんな感じやったね朝のモーニングショー1300円で純分やったわ悪い映画ではな。[SEP]そんな感じやったね朝のモーニングショー1300円で純分やったわ悪い映画ではない,0,1,6.973,-7.254
a645391a2,news4vip,なにかしらかならずあるもんよ俺は数字と空間把握は弱いけど、料理に関する勘はよく働くん。[SEP]なにかしらかならずあるもんよ俺は数字と空間把握は弱いけど、料理に関する勘はよく働くんだ,0,1,6.684,-7.5
da1e96831,livejupiter,例えばこころの先生の奥さんおるやんその奥さんが前半の私と結婚してる可能性を考えてまとめて来いって言われたのが一番めんどかったな文学系の授業はホンマ答えのない課題ばっかや。[SEP]例えばこころの先生の奥さんおるやんその奥さんが前半の私と結婚してる可能性を考えてまとめて来いって言われたのが一番めんどかったな文学系の授業はホンマ答えのない課題ばっかやで,0,1,6.426,-7.42
45f677fc0,newsplus,その通りです。[SEP]完全に乗っ取られてますな。①のまともな左翼もいなくなった。,0,1,4.863,-5.42
419dae8f2,news4vip,排他的だし住む場所でマウント取ってくるし夏はくそ暑いし冬はくそ寒い魚は不味いし今一いいところが分からな。[SEP]排他的だし住む場所でマウント取ってくるし夏はくそ暑いし冬はくそ寒い魚は不味いし今一いいところが分からない,0,1,5.92,-5.746
720fea46f,newsplus,だよねぇ岩上っていつもこんな感じでどこの誰に需要があるんだろうって不思議でたまらない。[SEP]だよねぇ岩上っていつもこんな感じでどこの誰に需要があるんだろうって不思議でたまらないw,0,1,8.016,-7.27
14ac5472b,news4vip,悪だな外来種だし人殺せるしまあ全部人が悪いんだ。[SEP]悪だな外来種だし人殺せるしまあ全部人が悪いんだが,0,1,0.7363,-0.2294
c325d20e2,news4vip,かっけーす!!ほんとでも女として生きにくいわww。[SEP]かっけーす!!ほんとでも女として生きにくいわwww,0,1,1.044,-0.7827
c7684894d,livejupiter,もうそろそろその呼び名をやめて頂いていいでしょうか?あまりにしつこいと流石にイラッときますわよオホ。[SEP]もうそろそろその呼び名をやめて頂いていいでしょうか?あまりにしつこいと流石にイラッときますわよオホホ,0,1,6.09,-7.16
49797db3e,news4vip,いえいえアルミホイルに乗せてライターで炙るものですよー世界が周るぅホホッ。[SEP]いえいえアルミホイルに乗せてライターで炙るものですよー世界が周るぅホホッホ,0,1,4.652,-4.89
50f85fae6,news4vip,赤おでんのとこは入れ替え枠で変換が足りなければヤマタケか真田幸村が入る感じや。[SEP]赤おでんのとこは入れ替え枠で変換が足りなければヤマタケか真田幸村が入る感じやな,0,1,7.77,-8.164
db3bd9905,newsplus,天才っていうか実際起きてるんだよなスポーツに自称女が入ってきて圧勝したり、女子刑務所に自称女が入ってきて性犯罪したりトランスジェンダリズムは女性差別とフェミニストもレズビアンも言ってる段。[SEP]天才っていうか実際起きてるんだよなスポーツに自称女が入ってきて圧勝したり、女子刑務所に自称女が入ってきて性犯罪したりトランスジェンダリズムは女性差別とフェミニストもレズビアンも言ってる段階,0,1,3.541,-4.406
22cb57ba4,livejupiter,コンビニの最低賃金がもっと上がれば日本人もやりたがるのにほんま外国人出ていけよ特に中韓と東南アジアの土人ど。[SEP]コンビニの最低賃金がもっと上がれば日本人もやりたがるのにほんま外国人出ていけよ特に中韓と東南アジアの土人ども,1,1,-3.805,4.266
7593fd83e,livejupiter,ロマンシングサガは続編出る度に面白くなっていった気がす。[SEP]ロマンシングサガは続編出る度に面白くなっていった気がする,0,1,5.99,-6.45
ecf31e8d4,newsplus,こんなクズは受け入れたくないぞ。[SEP],0,1,3.71,-3.79
a0c9d718e,news4vip,あれは成功じゃないじゃん?金持ちの家のニートみたいなものでし。[SEP]あれは成功じゃないじゃん?金持ちの家のニートみたいなものでしょ,0,1,6.758,-7.55
27f9b11ad,news4vip,ヤり目じゃないのに出会い系ってのも綺麗すぎて不思議禿とか出会い系じゃない大手のサイトならまだわかるけ。[SEP]ヤり目じゃないのに出会い系ってのも綺麗すぎて不思議禿とか出会い系じゃない大手のサイトならまだわかるけど,0,1,6.0,-6.566
d5f351a49,newsplus,以前も、と言っている去年の夏休みは毎日8万前後で毎日ピークタイムは重かっただろう夏休みが明けて67万に落ちて半年の改善が12万程度だ。[SEP]以前も、と言っている去年の夏休みは毎日8万前後で毎日ピークタイムは重かっただろう夏休みが明けて67万に落ちて半年の改善が12万程度だよ,0,1,5.56,-6.312
eb0cfa5d6,news4vip,消去法ならどう考えてもこのババアはないだろ!どんな選択法してんだアホ都民。[SEP]消去法ならどう考えてもこのババアはないだろ!どんな選択法してんだアホ都民は,1,1,6.91,-6.617
d82342fbd,livejupiter,蔑称使う人は使うんやからしゃーないイッチが全ての蔑称を引き受けるなら無くなるんとちゃうか。[SEP]蔑称使う人は使うんやからしゃーないイッチが全ての蔑称を引き受けるなら無くなるんとちゃうか?,0,1,7.2,-6.957
e89106838,newsplus,重要なのはムンがどう言ったかではなく国際社会(つかアメリカ)がどう受け止めるかムンが破棄をニュアンスとして臭わせるのではなく完全に言い切ったなら別なんだが。[SEP]重要なのはムンがどう言ったかではなく国際社会(つかアメリカ)がどう受け止めるかムンが破棄をニュアンスとして臭わせるのではなく完全に言い切ったなら別なんだがね,0,1,5.37,-5.83
cd7b4472a,livejupiter,ドイツとか男も同じくらい休み取らせて平等にとかテレビで見たで男も女の出産と同時に同じ期間長期休暇入ればキャリアの抜けは同じやから女を出世で優遇して補填しなくてよくなるで。[SEP]ドイツとか男も同じくらい休み取らせて平等にとかテレビで見たで男も女の出産と同時に同じ期間長期休暇入ればキャリアの抜けは同じやから女を出世で優遇して補填しなくてよくなるで!,0,1,2.398,-2.896
e9d6a99e1,livejupiter,ハムの場合は内野手失格した方が外野手で成功しただけだから・・・w西川とか陽とか糸井に至っては投手からやし。[SEP]確かに起用しやすいかも!,0,1,5.55,-6.234
109b1fedd,news4vip,稀に見るヌクモリテ。[SEP]稀に見るヌクモリティ,0,1,4.957,-5.0
544b7e23c,newsplus,イスラムに核を持たれたら終わりだから奴ら必死だ。[SEP]イスラムに核を持たれたら終わりだから奴ら必死だよ,1,1,1.173,-0.1936
aa63880bb,news4vip,男は田んぼで力仕事しろってのも差別になるし言い出したらきりがな。[SEP]男は田んぼで力仕事しろってのも差別になるし言い出したらきりがない,0,1,4.984,-4.914
c86e9f0ab,news4vip,いいえ、与党の保守派と名乗る政党にも、共産党の主張も柔軟に取り入れることができる、頭の柔らかい議員さんだなと感心しているので。[SEP]いいえ、与党の保守派と名乗る政党にも、共産党の主張も柔軟に取り入れることができる、頭の柔らかい議員さんだなと感心しているのです,0,1,7.332,-7.8
2a6fc548d,news4vip,自分と意見が合わないからって精神病呼ばわりするほうがヤバいですよね。[SEP]自分と意見が合わないからって精神病呼ばわりするほうがヤバいですよねw,0,1,6.34,-6.418
fd03ad026,livejupiter,ほむらはバイトっスで10ずつ評価あがし初期評価低くても許せるエピ旨いのは言うまでもないけど前イベ2回しかないし圧迫しないとこも評価ポイントや。[SEP]ほむらはバイトっスで10ずつ評価あがし初期評価低くても許せるエピ旨いのは言うまでもないけど前イベ2回しかないし圧迫しないとこも評価ポイントやで,0,1,5.785,-5.617
e77c9bbd4,newsplus,県議が島根県の日韓トンネル推進会議に参加したらしい島根県内の統一協会関係者が主催している島根だけでなく日韓トンネル推進会議は各都道府県にあるし。[SEP]県議が島根県の日韓トンネル推進会議に参加したらしい島根県内の統一協会関係者が主催している島根だけでなく日韓トンネル推進会議は各都道府県にあるしな,0,1,5.215,-5.695
57963c548,livejupiter,すまんなおつやで。[SEP]すまんなおつやでー,0,1,6.297,-7.64
ec209453e,livejupiter,昼休みがんばるんや。[SEP]昼休みがんばるんやで,0,1,7.348,-7.82
fd744c468,newsplus,あるけど、日本に比べて試合数は半分で賞金は3分の1くらいだそうだ。[SEP],0,1,4.78,-4.652
84b524d05,livejupiter,いっちゃく先生のキャップなんやろニッポンチャンピオンって書いてあるように見えるけ。[SEP]いっちゃく先生のキャップなんやろニッポンチャンピオンって書いてあるように見えるけど,0,1,7.81,-7.773
76ce51a69,newsplus,「お前はアベガーだ」「お前はアベガーだ」を連呼していればいいかららくちんでしょ。[SEP]「お前はアベガーだ」「お前はアベガーだ」を連呼していればいいかららくちんでしょ?,0,1,7.402,-7.34
85d187d74,livejupiter,せやね、下にいてもやることないやろしリフレッシュして元気になってくれればええし入れ替えてもええかも。[SEP]せやね、下にいてもやることないやろしリフレッシュして元気になってくれればええし入れ替えてもええかもね,0,1,6.707,-7.996
49f12480b,newsplus,彼女殴るのはさすがに不良でもためらったんやろwてか付き合ってる女の女同士の問題なら話だけ聞いて終わりじゃないのか。[SEP]彼女殴るのはさすがに不良でもためらったんやろwてか付き合ってる女の女同士の問題なら話だけ聞いて終わりじゃないのかね,0,1,7.082,-7.035
88885c69d,newsplus,圧倒的多数による徴兵制支持、は永世中立国家として当然の結論なのになw「戦争」について思考放棄してるからこんな馬鹿な番組になる。[SEP],0,1,4.99,-4.957
a4b5d1986,news4vip,知らんわwその女性に聞いてくれ。[SEP]知らんわwその女性に聞いてくれw,0,1,6.016,-6.664
5820cd29f,news4vip,きんモザがっこうぐらしは勧めるぞFateの話してる奴のが810倍きも。[SEP]きんモザがっこうぐらしは勧めるぞFateの話してる奴のが810倍きもい,0,1,6.65,-7.316
33dfa07b0,news4vip,そもそも女の股が固すぎるのが良くないんだよなあ女どもがもっと気軽にパカパカ股開いてくれれば性犯罪なんか起こらずにす。[SEP]そもそも女の股が固すぎるのが良くないんだよなあ女どもがもっと気軽にパカパカ股開いてくれれば性犯罪なんか起こらずにすむ,1,1,0.8315,-1.139
5f2492f6b,news4vip,ブラックサンダーは愛知の工場やで発売は九州が最初だけどそれよりチロルチョ。[SEP]ブラックサンダーは愛知の工場やで発売は九州が最初だけどそれよりチロルチョコ,0,1,6.164,-6.72
d41d67369,livejupiter,テームズ.38243HR125打点36盗塁OPS1.291強い(確信。[SEP]テームズ.38243HR125打点36盗塁OPS1.291強い(確信),0,1,5.38,-4.703
7419d3182,news4vip,東南アジアの女は身長小さいがロシアの女も身長が小さ。[SEP]東南アジアの女は身長小さいがロシアの女も身長が小さい,0,1,0.749,-0.547
246950010,newsplus,それでのこのこ事務所までついて行ったら終わるのが痴漢冤罪なんだけどな。[SEP]あと、一時期はテレビでも冤罪問題はよく取り上げられてたし、映画まで作られてんだけど、「冤罪なんてネットでワーワー言ってるだけ!」って扱いなのかね。今は,0,1,4.805,-4.992
04833bb3c,news4vip,そっか。[SEP]やり残しとか後悔とかあるのかもねぇ。それでも過去は美化されたりもするし未来志向のほうが良いと思うけども。,0,1,6.277,-6.785
70bc68ffe,newsplus,虚構の経済だけど。[SEP]虚構の経済だけどな,0,1,7.355,-6.97
1267f16d4,news4vip,ポテトサラダいいね!それって皮付きのまま茹でて潰して、マヨと塩コショウして具材と混ぜるだけでいいんだよね。[SEP]ポテトサラダいいね!それって皮付きのまま茹でて潰して、マヨと塩コショウして具材と混ぜるだけでいいんだよね?,0,1,5.71,-5.934
5a5e1521b,news4vip,まじで半殺しにしたいんだけどおれが自衛隊志望ってわかってから不祥事やら調べまくってすんげえ馬鹿にして来やが。[SEP]まじで半殺しにしたいんだけどおれが自衛隊志望ってわかってから不祥事やら調べまくってすんげえ馬鹿にして来やがる,0,1,6.848,-7.074
060d32c81,news4vip,え?あれって男じゃなかった?ギャグシーン。[SEP]え?あれって男じゃなかった?ギャグシーン?,0,1,7.69,-7.76
172890dbd,newsplus,共産主義者が盆踊りって、どうなってるんだろう。[SEP]待てよ、「考えすぎるな」と先日忠告してもらったんだった。危ない危ない。,0,1,4.434,-6.03
5af377c68,news4vip,戻ってくるつもりはない。[SEP]戻ってくるつもりはないよ,0,1,6.062,-6.082
c4cc2f9a3,news4vip,無知ならググって調べろよ1分もかからないんだし息を吐くように嘘を吐くやつは朝鮮人扱いだ。[SEP]無知ならググって調べろよ1分もかからないんだし息を吐くように嘘を吐くやつは朝鮮人扱いだよ,1,1,0.12024,0.4958
ce5006a4a,news4vip,そうだなそっちの話にいきたいのにおっさんが一人で盛り上がってるからいけないw。[SEP]そうだなそっちの話にいきたいのにおっさんが一人で盛り上がってるからいけないww,0,1,7.97,-7.65
34ccf9cea,news4vip,だから人は(大手予備校発表の偏差値的に)いい大学を目指したり、資格を取ろうとしたり、色んな経験を積もうとするんだ。[SEP]だから人は(大手予備校発表の偏差値的に)いい大学を目指したり、資格を取ろうとしたり、色んな経験を積もうとするんだね,0,1,5.402,-6.24
3472f0d27,newsplus,大阪では自民も公明も維新に食われそうだけどな維新って夫婦別姓賛成らしいどこが保守なんだ。[SEP]大阪では自民も公明も維新に食われそうだけどな維新って夫婦別姓賛成らしいどこが保守なんだか,0,1,6.18,-6.715
9329e7866,livejupiter,意外と正義感強い奴って多いんやなこっそり割れ見てる奴ってむちゃくちゃ多いと思ってた。[SEP]意外と正義感強い奴って多いんやなこっそり割れ見てる奴ってむちゃくちゃ多いと思ってたわ,0,1,7.77,-8.28
cdc5fae3f,news4vip,そういうのはなかった降りていく途中で夢から覚めたから目的地は分からなかったし。[SEP]そういうのはなかった降りていく途中で夢から覚めたから目的地は分からなかったしね,0,1,7.625,-7.242
8322fc5a6,livejupiter,相手にマウント取るわけじゃなく場のマウントやコミュ障の大体は自分が場の流れを管理していないと気が済まないだからイッチは2人きりなら相手のみを気にしてればいいから饒舌になれるんや。[SEP]相手にマウント取るわけじゃなく場のマウントやコミュ障の大体は自分が場の流れを管理していないと気が済まないだからイッチは2人きりなら相手のみを気にしてればいいから饒舌になれるんやで,0,1,6.086,-5.414
cead9665a,news4vip,全然違うテストある週も講義によってバラバラだし遅いやつでは八月の10日に試験あ。[SEP]全然違うテストある週も講義によってバラバラだし遅いやつでは八月の10日に試験ある,0,1,6.38,-7.145
1d7652c88,newsplus,アメリカの海兵さんにジャパニーズブルーケーキって言って振舞いた。[SEP]アメリカの海兵さんにジャパニーズブルーケーキって言って振舞いたい,0,1,7.227,-7.945
6c6024dc6,news4vip,モテるとは?告白されりゃモテるのか?色んな女と話してればモテるのか?彼女いればモテるのか?どれなんだ。[SEP]モテるとは?告白されりゃモテるのか?色んな女と話してればモテるのか?彼女いればモテるのか?どれなんだ?,0,1,5.84,-6.09
47e2d6b3a,livejupiter,なおガブリアスのステータスは以下のものとするガブリアス5VようきASぶっぱラムの実逆鱗地震剣の舞身代わ。[SEP]なおガブリアスのステータスは以下のものとするガブリアス5VようきASぶっぱラムの実逆鱗地震剣の舞身代わり,0,1,4.363,-5.504
3f683bfa0,newsplus,お前は酷いやつだな韓国人に現実を見ろっていうの。[SEP]お前は酷いやつだな韓国人に現実を見ろっていうのか,0,1,2.922,-2.434
34b607ff0,newsplus,アメリカのフェイクメディアは基本的にトランプだと問題解決できない!と主張したい意向があるで、日本とも中国ともうまくいかないトランプと印象づけたいか。[SEP]アメリカのフェイクメディアは基本的にトランプだと問題解決できない!と主張したい意向があるで、日本とも中国ともうまくいかないトランプと印象づけたいかな,0,1,6.996,-6.97
